syd,did,wei
"259","879","2"
"259","26","3"
"259","527","1"
"259","186","2"
"259","98","0"
"179","1026","1"
"12","1147","0"
"243","1147","0"
"191","1147","0"
"57","1147","0"
"242","1147","0"
"35","1147","0"
"148","1147","0"
"7","1201","1"
"17","309","1"
"262","584","1"
"262","115","2"
"262","492","2"
"262","471","0"
"262","309","2"
"262","261","0"
"262","1008","2"
"262","59","2"
"262","585","3"
"262","583","1"
"262","51","0"
"262","1017","0"
"262","426","2"
"262","266","0"
"262","265","1"
"262","790","1"
"262","185","2"
"262","65","2"
"262","170","1"
"262","158","1"
"262","369","0"
"275","678","1"
"275","350","1"
"275","73","1"
"275","532","1"
"275","426","1"
"275","793","1"
"275","637","2"
"275","171","0"
"275","729","1"
"275","513","0"
"275","219","1"
"275","557","0"
"275","974","0"
"275","680","0"
"275","102","1"
"275","241","0"
"275","291","0"
"275","539","0"
"275","723","0"
"275","1041","0"
"275","546","1"
"275","943","0"
"275","721","1"
"275","849","0"
"263","930","1"
"263","140","2"
"263","1055","2"
"263","896","1"
"263","763","2"
"263","893","1"
"263","566","1"
"263","294","0"
"264","306","2"
"264","307","1"
"264","165","1"
"264","308","2"
"264","309","2"
"264","310","1"
"264","56","2"
"264","401","1"
"264","354","1"
"264","939","0"
"264","991","0"
"264","557","0"
"264","139","1"
"264","197","1"
"264","362","0"
"264","546","1"
"264","975","0"
"264","539","0"
"264","545","0"
"264","241","0"
"264","179","1"
"264","187","2"
"264","1046","0"
"264","51","0"
"287","111","1"
"287","289","1"
"287","109","2"
"287","453","1"
"287","684","1"
"287","431","0"
"287","108","0"
"287","339","0"
"287","140","0"
"287","191","0"
"287","930","0"
"1","56","1"
"1","115",""
"1","140","0"
"1","179","1"
"1","195","0"
"1","221","1"
"1","241","0"
"1","262","0"
"1","265",""
"1","349","0"
"1","388","0"
"1","426","0"
"1","539","0"
"1","547","1"
"1","585","1"
"1","589","0"
"1","637","1"
"1","698","0"
"1","789","1"
"1","793","0"
"1","939","0"
"1","975","0"
"1","991","0"
"1","1046","0"
"2","3","1"
"2","25","0"
"2","26","1"
"2","77",""
"2","149","0"
"2","154","0"
"2","163","1"
"2","165",""
"2","191","0"
"2","242","0"
"2","291","0"
"2","308","0"
"2","309","0"
"2","349","0"
"2","426","0"
"2","470",""
"2","482",""
"2","547","1"
"2","578","1"
"2","637","1"
"2","696","0"
"2","781","0"
"2","805","0"
"2","875","1"
"2","939","0"
"4","172","1"
"4","212","1"
"4","306","1"
"4","445","1"
"4","452","0"
"4","502","0"
"4","546","1"
"4","574",""
"4","601",""
"4","677","1"
"5","19","0"
"5","25","0"
"5","51","0"
"5","59","1"
"5","101","0"
"5","225","1"
"5","369",""
"5","445","1"
"5","502","0"
"5","569","0"
"5","601",""
"5","676","0"
"5","677","1"
"5","878",""
"5","1034","1"
"5","1151","0"
"6","4","0"
"6","13","0"
"6","18","0"
"6","61","0"
"6","67","1"
"6","120","1"
"6","121","0"
"6","133","0"
"6","151","0"
"6","153","0"
"6","171","0"
"6","203","0"
"6","220","0"
"6","244","0"
"6","269","0"
"6","291","0"
"6","360","0"
"6","414","0"
"6","426","0"
"6","566","0"
"6","639","0"
"6","667",""
"6","684","0"
"6","700","1"
"6","703","1"
"6","740","0"
"6","751","0"
"6","752","0"
"6","789","1"
"6","834","0"
"6","862","0"
"6","946","0"
"6","1014","0"
"6","1016","0"
"6","1054","1"
"6","1106","0"
"6","1138","0"
"7","56","1"
"7","61","0"
"7","65","0"
"7","73","0"
"7","77",""
"7","115",""
"7","140","0"
"7","163","1"
"7","165",""
"7","171","0"
"7","179","1"
"7","191","0"
"7","195","0"
"7","197","1"
"7","291","0"
"7","302","0"
"7","307","0"
"7","426","0"
"7","440","0"
"7","483","0"
"7","534","1"
"7","539","0"
"7","547","1"
"7","565","0"
"7","584",""
"7","585","1"
"7","599",""
"7","600",""
"7","617","1"
"7","662","0"
"7","665",""
"7","667",""
"7","680","0"
"7","698","0"
"7","703","1"
"7","720","1"
"7","757","0"
"7","789","1"
"7","805","0"
"7","849","0"
"7","852","0"
"7","934","0"
"7","1138","0"
"9","25","0"
"9","257","0"
"9","265",""
"9","308","0"
"9","309","0"
"9","310","1"
"9","354","0"
"9","446","0"
"9","758","1"
"9","829","1"
"11","4","0"
"11","133","0"
"11","195","0"
"11","426","0"
"11","443","0"
"11","466","0"
"11","539","0"
"11","585","1"
"11","698","0"
"11","703","1"
"11","793","0"
"11","852","0"
"11","1057","0"
"11","1061","1"
"13","4","0"
"13","25","0"
"13","26","1"
"13","51","0"
"13","59","1"
"13","65","0"
"13","115",""
"13","165",""
"13","185","1"
"13","191","0"
"13","266","0"
"13","307","0"
"13","426","0"
"13","618","0"
"13","729","0"
"13","732",""
"13","790","0"
"13","811","0"
"13","834","0"
"13","997","0"
"13","1151","0"
"14","56","1"
"14","69","1"
"14","308","0"
"14","413","0"
"14","637","1"
"14","768","0"
"15","19","0"
"15","20","0"
"15","25","0"
"15","30","1"
"15","51","0"
"15","91","1"
"15","93","0"
"15","99","1"
"15","143","0"
"15","175","1"
"15","212","1"
"15","227",""
"15","445","1"
"15","452","0"
"15","464","0"
"15","483","0"
"15","502","0"
"15","520","0"
"15","548",""
"15","569","0"
"15","574",""
"15","595",""
"15","600",""
"15","601",""
"15","676","0"
"15","677","1"
"15","732",""
"15","878",""
"15","1026","1"
"15","1034","1"
"15","1151","0"
"16","56","1"
"16","187","0"
"16","290","0"
"16","644","1"
"16","646","0"
"16","647","0"
"16","653","0"
"16","1034","1"
"17","27","0"
"17","65","0"
"17","265",""
"17","572",""
"17","594","0"
"17","657","1"
"17","716","0"
"17","768","0"
"17","783","0"
"17","790","0"
"17","822","0"
"17","915",""
"19","19","0"
"19","25","0"
"19","51","0"
"19","90","0"
"19","171","0"
"19","175","1"
"19","227",""
"19","277","0"
"19","464","0"
"19","502","0"
"19","520","0"
"19","548",""
"19","569","0"
"19","574",""
"19","601",""
"19","676","0"
"19","677","1"
"19","732",""
"19","878",""
"19","1041","0"
"19","1151","0"
"20","179","1"
"20","180","1"
"20","308","0"
"20","310","1"
"20","317","0"
"20","644","1"
"20","697","1"
"20","822","0"
"20","875","1"
"20","1034","1"
"21","12","0"
"21","19","0"
"21","25","0"
"21","26","1"
"21","33","1"
"21","39","0"
"21","51","0"
"21","107","1"
"21","109","1"
"21","130","1"
"21","170","0"
"21","184","0"
"21","227",""
"21","308","0"
"21","329","1"
"21","335",""
"21","365","1"
"21","372","1"
"21","395","1"
"21","409",""
"21","445","1"
"21","461","0"
"21","462","1"
"21","469","0"
"21","585","1"
"21","593","0"
"21","597","0"
"21","600",""
"21","601",""
"21","617","1"
"21","652","1"
"21","653","0"
"21","687","1"
"21","704","0"
"21","715","1"
"21","732",""
"21","790","0"
"21","811","0"
"21","816","0"
"21","818","0"
"21","822","0"
"21","838","1"
"21","848","1"
"21","867","0"
"21","874","1"
"21","875","1"
"21","921","1"
"21","923","1"
"21","987","0"
"21","1007","0"
"21","1008","1"
"21","1025","0"
"21","1034","1"
"23","4","0"
"23","140","0"
"23","188","0"
"23","191","0"
"23","232","0"
"23","233","0"
"23","344","1"
"23","409",""
"23","461","0"
"23","553",""
"23","704","0"
"23","915",""
"23","1144",""
"24","12","0"
"24","27","0"
"24","138",""
"24","140","0"
"24","188","0"
"24","191","0"
"24","209","0"
"24","210","0"
"24","232","0"
"24","233","0"
"24","244","0"
"24","332","0"
"24","344","1"
"24","409",""
"24","443","0"
"24","474","0"
"24","506","0"
"24","562","0"
"24","684","0"
"24","704","0"
"24","750","0"
"24","768","0"
"24","790","0"
"24","818","0"
"24","822","0"
"24","877",""
"24","930","0"
"24","1144",""
"25","62","0"
"25","133","0"
"25","151","0"
"25","203","0"
"25","269","0"
"25","291","0"
"25","360","0"
"25","426","0"
"25","441","0"
"25","565","0"
"25","662","0"
"25","667",""
"25","752","0"
"25","946","0"
"25","1106","0"
"28","25","0"
"28","26","1"
"28","39","0"
"28","51","0"
"28","67","1"
"28","105","1"
"28","175","1"
"28","184","0"
"28","215","1"
"28","227",""
"28","335",""
"28","391","1"
"28","468","1"
"28","502","0"
"28","687","1"
"28","715","1"
"28","814","1"
"28","867","0"
"28","982","1"
"28","1018","0"
"28","1019","0"
"28","1020","0"
"29","69","1"
"29","115",""
"29","186","0"
"29","308","0"
"29","442","1"
"29","453",""
"29","637","1"
"29","687","1"
"29","768","0"
"29","822","0"
"29","852","0"
"29","1050","0"
"29","1055","1"
"32","56","1"
"32","73","0"
"32","291","0"
"32","406","0"
"32","492","1"
"32","584",""
"32","585","1"
"32","589","0"
"32","654","1"
"32","655","1"
"32","656","1"
"32","665",""
"32","698","0"
"32","729","0"
"32","1059","1"
"36","11","1"
"36","114","0"
"36","187","0"
"36","188","0"
"36","307","0"
"36","309","0"
"36","446","0"
"36","525","0"
"36","572",""
"36","694","0"
"36","771","0"
"36","822","0"
"36","885","1"
"36","896","0"
"36","920","0"
"36","967","0"
"36","1064",""
"37","56","1"
"37","62","0"
"37","63","0"
"37","73","0"
"37","96","0"
"37","121","0"
"37","140","0"
"37","171","0"
"37","179","1"
"37","187","0"
"37","191","0"
"37","219","1"
"37","269","0"
"37","290","0"
"37","291","0"
"37","308","0"
"37","350","0"
"37","356","1"
"37","532","0"
"37","539","0"
"37","557","0"
"37","589","0"
"37","637","1"
"37","678","0"
"37","689","1"
"37","698","0"
"37","729","0"
"37","792","0"
"37","793","0"
"37","795","0"
"37","934","0"
"37","958","1"
"37","1041","0"
"37","1095","0"
"37","1106","0"
"38","19","0"
"38","25","0"
"38","51","0"
"38","175","1"
"38","212","1"
"38","227",""
"38","445","1"
"38","595",""
"38","601",""
"38","676","0"
"38","1112","1"
"39","4","0"
"39","120","1"
"39","171","0"
"39","203","0"
"39","246","1"
"39","269","0"
"39","291","0"
"39","293","0"
"39","294",""
"39","302","0"
"39","325","0"
"39","414","0"
"39","426","0"
"39","443","0"
"39","449",""
"39","510","1"
"39","552","0"
"39","565","0"
"39","566","0"
"39","662","0"
"39","698","0"
"39","729","0"
"39","863","1"
"39","882",""
"39","890","0"
"39","934","0"
"39","946","0"
"39","986","1"
"39","1013","0"
"39","1053","1"
"39","1054","1"
"39","1055","1"
"39","1079",""
"39","1106","0"
"39","1138","0"
"41","4","0"
"41","25","0"
"41","27","0"
"41","33","1"
"41","51","0"
"41","87","0"
"41","93","0"
"41","107","1"
"41","138",""
"41","184","0"
"41","191","0"
"41","209","0"
"41","212","1"
"41","227",""
"41","239","1"
"41","266","0"
"41","350","0"
"41","364","0"
"41","365","1"
"41","387","0"
"41","395","1"
"41","442","1"
"41","445","1"
"41","505","0"
"41","528","1"
"41","535","0"
"41","572",""
"41","593","0"
"41","596","1"
"41","600",""
"41","626",""
"41","672",""
"41","732",""
"41","750","0"
"41","768","0"
"41","782","0"
"41","822","0"
"41","834","0"
"41","848","1"
"41","1080","0"
"41","1155","0"
"49","20","0"
"49","152","1"
"49","187","0"
"49","214","0"
"49","513","0"
"49","637","1"
"49","1034","1"
"51","19","0"
"51","23","1"
"51","25","0"
"51","51","0"
"51","227",""
"51","445","1"
"51","469","0"
"51","502","0"
"51","569","0"
"51","595",""
"51","676","0"
"51","677","1"
"51","732",""
"51","878",""
"51","1034","1"
"51","1151","0"
"52","77",""
"52","127","0"
"52","140","0"
"52","188","0"
"52","227",""
"52","347","0"
"52","425",""
"52","441","0"
"52","577","0"
"52","652","1"
"52","684","0"
"52","696","0"
"52","719","0"
"52","805","0"
"52","877",""
"52","890","0"
"52","967","0"
"52","1043","0"
"54","1","1"
"54","56","1"
"54","73","0"
"54","163","1"
"54","165",""
"54","179","1"
"54","197","1"
"54","291","0"
"54","492","1"
"54","584",""
"54","585","1"
"54","659","1"
"54","665",""
"54","698","0"
"54","729","0"
"54","788","0"
"54","793","1"
"54","1059","1"
"57","4","0"
"57","8","0"
"57","61","0"
"57","62","0"
"57","63","0"
"57","73","0"
"57","78",""
"57","121","0"
"57","291","0"
"57","356","1"
"57","407","0"
"57","418",""
"57","419",""
"57","426","0"
"57","441","0"
"57","463","0"
"57","466","0"
"57","483","0"
"57","534","1"
"57","566","0"
"57","658","0"
"57","661","1"
"57","703","1"
"57","751","0"
"57","934","0"
"57","947","0"
"57","948","0"
"57","974","0"
"57","1055","1"
"57","1084","0"
"57","1106","0"
"57","1138","0"
"57","1154","0"
"66","51","0"
"66","74","1"
"66","139","0"
"66","187","0"
"66","214","0"
"66","265",""
"66","306","1"
"66","309","0"
"66","329","1"
"66","362",""
"66","401","0"
"66","445","1"
"66","548",""
"66","592",""
"66","599",""
"66","601",""
"66","687","1"
"66","788","0"
"66","789","1"
"66","793","0"
"66","816","0"
"66","822","0"
"66","955","0"
"66","987","0"
"66","1008","1"
"66","1034","1"
"67","4","0"
"67","18","0"
"67","42","0"
"67","61","0"
"67","73","0"
"67","140","0"
"67","151","0"
"67","191","0"
"67","244","0"
"67","265",""
"67","291","0"
"67","320","0"
"67","329","1"
"67","426","0"
"67","462","1"
"67","469","0"
"67","509","1"
"67","532","0"
"67","565","0"
"67","660","1"
"67","667",""
"67","698","0"
"67","720","1"
"67","721","1"
"67","729","0"
"67","934","0"
"67","1155","0"
"70","51","0"
"70","212","1"
"70","214","0"
"70","600",""
"70","732",""
"70","1034","1"
"70","1041","0"
"70","1145","0"
"72","77",""
"72","127","0"
"72","160","0"
"72","313","0"
"72","514","0"
"72","696","0"
"72","805","0"
"72","967","0"
"75","79",""
"75","792","0"
"81","4","0"
"81","77",""
"81","149","0"
"81","189",""
"81","313","0"
"81","336",""
"81","345","0"
"81","351","0"
"81","425",""
"81","442","1"
"81","443","0"
"81","453",""
"81","684","0"
"81","698","0"
"81","719","0"
"81","763",""
"81","805","0"
"81","810","0"
"81","822","0"
"81","876","1"
"81","883","0"
"81","893","1"
"81","916","0"
"81","917","0"
"81","920","0"
"81","930","0"
"81","940",""
"81","960","0"
"81","967","0"
"81","997","0"
"81","1001","1"
"81","1033","0"
"81","1034","1"
"81","1037",""
"81","1057","0"
"81","1145","0"
"88","26","1"
"88","39","0"
"88","51","0"
"88","59","1"
"88","67","1"
"88","105","1"
"88","130","1"
"88","335",""
"88","368","1"
"88","369",""
"88","378","1"
"88","387","0"
"88","471","0"
"88","548",""
"88","572",""
"88","653","0"
"88","687","1"
"88","704","0"
"88","732",""
"88","768","0"
"88","789","1"
"88","790","0"
"88","822","0"
"88","927","0"
"88","958","1"
"88","973","1"
"88","993","0"
"88","997","0"
"88","1008","1"
"88","1041","0"
"88","1050","0"
"88","1111","1"
"93","27","0"
"93","54","0"
"93","115",""
"93","119",""
"93","127","0"
"93","209","0"
"93","244","0"
"93","265",""
"93","309","0"
"93","352","0"
"93","412","0"
"93","413","0"
"93","474","0"
"93","525","0"
"93","536","0"
"93","568","1"
"93","704","0"
"93","822","0"
"93","915",""
"96","19","0"
"96","25","0"
"96","33","1"
"96","51","0"
"96","93","0"
"96","212","1"
"96","225","1"
"96","227",""
"96","444",""
"96","676","0"
"96","732",""
"96","878",""
"96","1034","1"
"108","149","0"
"108","313","0"
"108","696","0"
"108","793","0"
"108","797","0"
"108","801","0"
"108","805","0"
"113","11","1"
"113","25","0"
"113","51","0"
"113","56","1"
"113","76","0"
"113","162","1"
"113","163","1"
"113","197","1"
"113","227",""
"113","241","0"
"113","259","0"
"113","265",""
"113","307","0"
"113","309","0"
"113","310","1"
"113","329","1"
"113","362",""
"113","387","0"
"113","513","0"
"113","550","1"
"113","572",""
"113","592",""
"113","593","0"
"113","601",""
"113","637","1"
"113","653","0"
"113","768","0"
"113","788","0"
"113","793","0"
"113","816","0"
"113","822","0"
"113","987","0"
"113","1034","1"
"113","1112","1"
"120","27","0"
"120","54","0"
"120","115",""
"120","119",""
"120","127","0"
"120","209","0"
"120","244","0"
"120","265",""
"120","309","0"
"120","352","0"
"120","387","0"
"120","412","0"
"120","413","0"
"120","437","1"
"120","474","0"
"120","525","0"
"120","536","0"
"120","568","1"
"120","704","0"
"120","822","0"
"120","915",""
"121","25","0"
"121","51","0"
"121","184","0"
"121","239","1"
"121","246","1"
"121","329","1"
"121","371","0"
"121","462","1"
"121","548",""
"121","565","0"
"121","601",""
"121","658","0"
"121","677","1"
"121","693","0"
"121","737",""
"121","749","1"
"121","848","1"
"121","934","0"
"121","938","0"
"121","994","1"
"121","1034","1"
"218","74","1"
"218","179","1"
"218","306","1"
"218","307","0"
"218","308","0"
"218","394","1"
"218","401","0"
"236","83","1"
"236","147","1"
"236","550","1"
"236","560","0"
"236","572",""
"236","594","0"
"236","822","0"
"236","915",""
"238","4","0"
"238","26","1"
"238","36","0"
"238","44",""
"238","66","2"
"238","77",""
"238","81","0"
"238","124","0"
"238","127","0"
"238","140","0"
"238","188","0"
"238","189","2"
"238","227",""
"238","244","0"
"238","313","0"
"238","314","0"
"238","336",""
"238","351","0"
"238","431","1"
"238","441","0"
"238","443","0"
"238","453",""
"238","466","0"
"238","535","0"
"238","560","0"
"238","577","0"
"238","643","0"
"238","647","0"
"238","684","0"
"238","719","2"
"238","763","2"
"238","766","0"
"238","796","2"
"238","805","0"
"238","827","0"
"238","849","0"
"238","877",""
"238","890","1"
"238","893","1"
"238","896","0"
"238","900","0"
"238","901","0"
"238","909","0"
"238","917","2"
"238","930","0"
"238","931","0"
"238","940","2"
"238","977","2"
"238","997","0"
"238","1037",""
"238","1054","1"
"238","1057","0"
"238","1068","0"
"238","1145","0"
"238","1154","0"
"262","4","0"
"262","52","0"
"262","67","1"
"262","105","1"
"262","109","1"
"262","130","1"
"262","140","0"
"262","163","2"
"262","164","1"
"262","165",""
"262","175","1"
"262","191","1"
"262","194","1"
"262","221","1"
"262","224","1"
"262","227",""
"262","238","1"
"262","256","0"
"262","259","1"
"262","260","1"
"262","291","0"
"262","310","1"
"262","354","1"
"262","368","1"
"262","387","0"
"262","440","0"
"262","453",""
"262","493","0"
"262","546","1"
"262","548",""
"262","561","2"
"262","586","1"
"262","608","0"
"262","616","1"
"262","617","2"
"262","619","0"
"262","665",""
"262","698","1"
"262","703","1"
"262","722","1"
"262","729","2"
"262","732",""
"262","838","1"
"262","876","1"
"262","921","1"
"262","934","0"
"262","952","1"
"262","981","1"
"262","993","0"
"262","1018","0"
"262","1019","0"
"262","1020","0"
"262","1069","1"
"263","204","1"
"263","336",""
"263","684","0"
"263","719","0"
"263","905","0"
"263","916","0"
"263","1054","2"
"263","1057","0"
"264","25","0"
"264","77",""
"264","115",""
"264","120","1"
"264","140","0"
"264","154","0"
"264","163","1"
"264","215","1"
"264","236","1"
"264","290","0"
"264","339",""
"264","388","1"
"264","511","0"
"264","513","0"
"264","550","1"
"264","637","1"
"264","781","0"
"264","788","0"
"264","790","0"
"264","793","0"
"264","805","0"
"264","856","0"
"264","875","1"
"264","967","0"
"264","987","0"
"264","988","2"
"264","1115","0"
"264","1138","0"
"275","1","1"
"275","42","0"
"275","44",""
"275","61","0"
"275","96","0"
"275","134","1"
"275","140","0"
"275","187","0"
"275","191","0"
"275","302","0"
"275","307","0"
"275","470",""
"275","565","0"
"275","578","1"
"275","585","1"
"275","601",""
"275","643","0"
"275","665",""
"275","703","1"
"275","795","0"
"275","813","1"
"275","852","0"
"275","934","0"
"275","968","1"
"275","1030","0"
"275","1043","0"
"275","1106","0"
"275","1119","0"
"275","1121","1"
"275","1133","0"
"287","466","0"
"287","1057","0"
"291","20","1"
"291","26","2"
"291","122","1"
"291","367","0"
"291","207","0"
"291","212","2"
"291","676","0"
"291","50","0"
"291","226","1"
"291","687","1"
"291","658","0"
"291","1034","2"
"291","23","1"
"291","329","1"
"291","106","1"
"291","107","1"
"265","212","2"
"265","93","1"
"265","676","1"
"265","595","1"
"265","445","1"
"265","1151","1"
"265","732","1"
"265","23","1"
"265","171","0"
"265","51","0"
"292","21","2"
"292","23","2"
"292","31","1"
"292","969","1"
"292","39","0"
"292","869","2"
"292","128","3"
"292","873","1"
"292","146","1"
"292","185","1"
"292","205","3"
"292","207","1"
"292","213","0"
"292","215","3"
"292","226","2"
"292","246","1"
"292","247","1"
"292","251","3"
"292","1112","1"
"292","870","1"
"292","935","1"
"292","367","1"
"292","372","3"
"292","375","2"
"292","376","2"
"292","377","1"
"292","378","3"
"292","687","3"
"292","395","2"
"292","1099","0"
"292","448","1"
"292","868","0"
"292","462","3"
"292","1035","1"
"292","874","1"
"292","652","1"
"292","653","0"
"292","657","3"
"292","912","2"
"292","692","1"
"292","699","1"
"292","848","3"
"292","961","1"
"292","979","1"
"292","736","2"
"264","399","2"
"264","394","1"
"264","450","1"
"293","128","3"
"293","144","2"
"293","146","2"
"293","251","3"
"293","329","3"
"293","337","3"
"293","868","1"
"293","735","2"
"293","736","3"
"293","833","3"
"293","866","1"
"293","131","1"
"293","135","1"
"293","136","1"
"293","137","0"
"293","142","1"
"293","873","2"
"293","870","1"
"293","441","0"
"293","442","2"
"293","642","0"
"293","812","1"
"293","869","2"
"294","128","2"
"294","184","2"
"294","239","2"
"294","251","2"
"294","870","2"
"294","365","2"
"294","462","3"
"294","874","2"
"294","735","2"
"294","31","1"
"294","869","2"
"294","83","1"
"294","106","1"
"294","866","1"
"294","873","1"
"294","144","1"
"294","250","1"
"294","868","1"
"294","1065","1"
"294","641","1"
"294","912","1"
"294","710","2"
"294","736","2"
"294","762","1"
"294","786","1"
"294","833","2"
"294","107","3"
"295","108","2"
"295","110","0"
"295","289","2"
"295","111","2"
"295","599","2"
"295","543","1"
"295","158","3"
"295","1034","3"
"295","109","2"
"295","576","0"
"295","453","1"
"55","78","1"
"87","1257","2"
"87","848","2"
"116","451","1"
"116","927","1"
"116","1024","1"
"123","1275","0"
"123","1277","0"
"123","1293","0"
"123","1295","0"
"123","1319","0"
"123","1321","0"
"123","1333","0"
"123","1339","0"
"123","1361","0"
"123","1263","1"
"123","1265","1"
"123","1267","0"
"6","1275","0"
"6","1317","0"
"6","1363","1"
"6","1369","0"
"57","1275","0"
"57","1317","0"
"57","1331","0"
"57","1333","0"
"57","1369","1"
"57","1373","0"
"57","1423","0"
"57","1166","1"
"31","1275","0"
"31","1277","0"
"31","1279","0"
"31","1295","0"
"31","1319","0"
"31","1321","0"
"31","1339","0"
"116","1275","0"
"116","1277","0"
"116","1279","0"
"116","1293","0"
"116","1295","0"
"116","1297","0"
"116","1305","0"
"116","1319","0"
"116","1321","0"
"116","1361","0"
"116","1387","0"
"116","1263","1"
"66","1277","0"
"66","1297","0"
"66","1301","1"
"66","1305","0"
"66","1339","0"
"66","1363","1"
"66","1375","1"
"66","1379","0"
"66","1251","0"
"66","1389","0"
"66","1435","0"
"66","1263","1"
"2","1277","0"
"173","1277","0"
"262","1277","0"
"262","1293","0"
"262","1321","0"
"262","1339","0"
"262","1361","0"
"262","1363","1"
"262","1433","1"
"105","1279","0"
"74","1279","0"
"108","1279","0"
"113","1281","0"
"113","1285","1"
"113","1297","0"
"113","1301","1"
"113","1333","0"
"113","1363","1"
"113","1375","1"
"113","1379","0"
"113","1381","0"
"113","1251","0"
"113","1387","0"
"113","1435","0"
"87","1281","0"
"87","1291","0"
"87","1303","1"
"87","1335","0"
"87","1365","0"
"87","1395","0"
"87","1255","1"
"87","1257","2"
"150","1281","0"
"132","1281","0"
"28","1281","0"
"88","1281","0"
"88","1285","0"
"88","1293","0"
"88","1317","0"
"88","1319","0"
"88","1321","0"
"88","1339","0"
"88","1345","0"
"88","1361","0"
"88","1387","0"
"88","1415","0"
"88","1433","0"
"16","1281","0"
"16","1333","0"
"16","1351","0"
"16","1251","1"
"112","1283","2"
"112","1299","0"
"112","1303","1"
"112","1315","1"
"112","1349","1"
"112","1353","0"
"112","1355","0"
"112","1357","0"
"112","1249","0"
"112","1363","1"
"112","1397","1"
"112","1255","1"
"41","1283","2"
"41","1301","1"
"41","1303","1"
"41","1331","0"
"41","1349","0"
"41","1389","0"
"41","1399","1"
"41","1409","0"
"41","1435","1"
"41","1261","0"
"46","1285","2"
"20","1285","2"
"20","1329","0"
"20","1375","2"
"20","1379","0"
"20","1387","0"
"81","1285","2"
"81","1317","0"
"81","1339","0"
"81","1385","0"
"81","1387","0"
"194","1285","2"
"159","1285","2"
"98","1285","0"
"35","1287","2"
"35","1289","0"
"196","1287","2"
"8","1287","0"
"8","1359","0"
"8","1383","0"
"8","1393","0"
"8","1439","1"
"227","1289","1"
"238","1289","1"
"3","1289","0"
"29","1289","0"
"29","1305","0"
"29","1329","0"
"29","1367","1"
"29","1273","0"
"146","1291","0"
"146","1335","0"
"121","1293","0"
"121","1255","1"
"121","1257","1"
"104","1293","0"
"104","1345","0"
"104","1395","0"
"94","1293","0"
"94","1303","2"
"94","1309","0"
"94","1315","1"
"94","1345","0"
"94","1395","0"
"94","1409","0"
"69","1293","0"
"69","1301","0"
"69","1325","0"
"69","1393","0"
"69","1399","1"
"69","1409","0"
"69","1255","1"
"264","1295","0"
"264","1305","1"
"264","1339","0"
"264","1363","1"
"264","1375","2"
"264","1379","0"
"264","1381","0"
"264","1251","1"
"264","1263","1"
"179","1295","0"
"179","1305","2"
"52","1295","0"
"52","1311","0"
"52","1405","0"
"52","1417","0"
"52","1421","2"
"214","1297","0"
"214","1369","1"
"214","1373","0"
"214","1423","0"
"58","1297","0"
"112","1357","0"
"112","1249","0"
"22","1299","0"
"112","1365","0"
"112","1395","0"
"28","1301","1"
"28","1303","2"
"291","1301","0"
"291","1309","0"
"291","1329","0"
"291","1335","0"
"21","1301","1"
"21","1363","1"
"21","1389","0"
"21","1399","1"
"21","1433","1"
"21","1435","1"
"94","1301","0"
"69","1303","1"
"69","1315","1"
"69","1363","1"
"69","1373","0"
"69","1387","0"
"104","1303","1"
"104","1309","0"
"104","1315","1"
"115","1303","1"
"115","1315","1"
"115","1329","0"
"115","1389","0"
"115","1395","0"
"115","1399","1"
"115","1409","0"
"186","1245","1"
"186","1415","0"
"212","1307","1"
"246","1309","0"
"246","1365","0"
"240","1309","0"
"240","1387","0"
"240","1435","1"
"19","1309","0"
"5","1309","0"
"5","1415","0"
"238","1311","1"
"238","1385","0"
"238","1421","2"
"164","1315","1"
"164","1365","0"
"247","1315","1"
"247","1409","0"
"244","1315","1"
"6","1331","0"
"6","1333","0"
"17","1317","0"
"17","1319","0"
"17","1321","0"
"17","1361","0"
"17","1261","1"
"101","1317","0"
"178","1319","0"
"178","1361","0"
"188","1247","0"
"206","1323","1"
"100","1325","0"
"242","1331","0"
"242","1423","1"
"241","1331","0"
"45","1331","0"
"45","1373","1"
"7","1331","0"
"7","1351","0"
"47","1333","0"
"292","1333","0"
"292","1399","1"
"292","1435","1"
"76","1337","0"
"62","1345","0"
"171","1345","0"
"171","1431","0"
"51","1345","0"
"55","1347","0"
"82","1351","1"
"160","1355","0"
"160","1249","0"
"160","1367","1"
"195","1355","0"
"195","1367","1"
"26","1357","0"
"26","1249","0"
"26","1367","1"
"89","1359","1"
"12","1369","1"
"118","1383","1"
"228","1369","0"
"229","1369","1"
"217","1383","1"
"131","1385","0"
"187","1393","0"
"53","1253","0"
"53","1399","1"
"53","1429","1"
"53","1339","0"
"237","1253","0"
"22","1397","1"
"38","1403","1"
"191","1405","0"
"171","1535","0"
"121","1535","0"
"94","1535","0"
"287","1533","0"
"287","1531","0"
"287","1529","0"
"287","1525","0"
"295","1531","0"
"295","1529","0"
"295","1525","0"
"39","1505","0"
"69","1505","0"
"292","1537","1"
"19","1537","1"
"91","1503","2"
"183","1501","0"
"81","1501","0"
"287","1523","1"
"147","1497","0"
"173","1497","0"
"264","1497","0"
"32","1509","0"
"264","1509","0"
"66","1509","0"
"113","1509","0"
"33","1509","0"
"72","1509","0"
"29","1509","0"
"82","1495","0"
"29","1495","0"
"206","1425","0"
"126","1493","0"
"111","1409","0"
"39","1489","0"
"67","1409","0"
"197","1255","2"
